Text,Stance,Sentiment,Target
rt @ hale_razor : # hillaryaccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate watergate # semst,AGAINST,Negative,hillary clinton
how can she live with herself ? # benghazi # semst,AGAINST,Negative,hillary clinton
marriage equality a constitutional right ! woot # hrc2016 # hillaryclinton # readyforhillary # vote # hillaryfor2016 # # mpotus # semst,FAVOR,Positive,hillary clinton
hillary needs to go to a sheetz gas station after 10 pm to see the real america . # semst,AGAINST,Negative,hillary clinton
hillary 's campaign events are scripted dog & pony shows designed to shelter her from vetting b4 the coronation # semst,AGAINST,Negative,hillary clinton
"yes , do tell us , name one of her accomplishments # semst",AGAINST,Negative,hillary clinton
"apparently , putting cocaine in someone 's butthole and then waiting for them to fart in your face is the wrong way to get high . # semst",NONE,Negative,hillary clinton
why is hillary lying again about something news worthy ? what 's news worthy is if she does n't lie about something # semst,AGAINST,Negative,hillary clinton
chipotle employees should n't complain hillary left nothing in the tip jar . they 're lucky she did n't dip in and help herself # semst,AGAINST,Negative,hillary clinton
"@ bluesaloon women are not a demographic , we are at least 50 % of the nation . so a woman is no more symbolic than a man # semst",NONE,Negative,hillary clinton
sending u gay bear love from chicago @ hillaryclinton # hillarymypresident # semst,FAVOR,Positive,hillary clinton
i love the smell of hillary in the morning . it smells like republican victory . # tedcruz2016 # marcorubio # semst,AGAINST,Negative,hillary clinton
@ probirdrights : i do a stump speech . it on the stump in the park . attendance mandatory . # semst,NONE,Other,hillary clinton
i 'd still rather have aaron hernandez as president than hillary . # semst,AGAINST,Other,hillary clinton
@ jsavoly @ tedcruz here ya go teddy boy .. the world is getting hotter ! ! it 's called global warming ! ! you 're such a putz ! ! # semst,NONE,Negative,hillary clinton
@ justicewillett at least he has a platform # semst,NONE,Positive,hillary clinton
"because i 'm against common core , common crooks and common lies ! # nohillary2016 # stophillaryclinton2016 # whyimnotvotingforhillary # semst",AGAINST,Negative,hillary clinton
i would lmao if some negro democrat decides to run for president . # hillaryclinton2016 # hillarysbigannouncement # hillarysdonors # semst,AGAINST,Negative,hillary clinton
"@ senna1 @ kirillwashere how many men are getting their dicks sucked daily in congress , etc and no one gives a shit ... # semst",NONE,Negative,hillary clinton
"you ca n't grow an economy from the bottom up . if she gets in , we 're all in trouble # semst",AGAINST,Negative,hillary clinton
@ hillaryclinton stop raising taxes and let people keep more of their wages ! # libertynothillary # standwithrand # semst,AGAINST,Negative,hillary clinton
"@ theblaze if you think hillary is n't taking foreign money from muslim brotherhood , you probably favor obama as chief justice # semst",AGAINST,Negative,hillary clinton
"`` 3 . fixing america 's political system by getting rid of `` '' unaccountable '' '' money , and 4 . protecting the country . # semst ''",NONE,Positive,hillary clinton
marijuana ? marijuaage equality ? ? coincidence i think not ! ! 11 ! # semst,NONE,Negative,hillary clinton
@ koriwasinger @ jbuttawipo she also voted for the iraq war and was responsible for gathering @ thedemocrats votes to support it . # semst,AGAINST,Negative,hillary clinton
ding dong ____ _____ __ ____ # semst,NONE,Other,hillary clinton
rt @ maxtollensjr : one-percenter lied about being # deadbroke no more lies . no to # semst,NONE,Negative,hillary clinton
@ slessard 100 % agree . we need a woman like hillary that can help this country get nursed back together ! # semst,FAVOR,Positive,hillary clinton
much like you good people i forgot about my # livetweetingbladerunner a couple weeks ago # callback # potroast # cartography # blue # semst,NONE,Positive,hillary clinton
@ randpaul @ hillaryclinton you could never dream to be as intelligent as she is # semst,FAVOR,Negative,hillary clinton
"if hillary will lock americans in classrooms during her campaign , she 'll have no problems locking us all up whenever she wants . # semst",AGAINST,Negative,hillary clinton
`` # whyimnotvotingforhillary she calls education a `` '' non-family enterprise '' '' # imcommitted2defeathillary are you ? # ncpol @ gop # semst '',AGAINST,Negative,hillary clinton
"@ bristola48 @ alciniah @ mahogany1992 @ stphil @ mzdivah67 @ progress4ohio @ graceslick77 @ auntlulie @ deejayedee he cool , but no # semst",NONE,Negative,hillary clinton
@ jeff_nichols_82 @ hillaryforia # freedom_justice_equality_education for innovation and development to make # happy_life in utopia # semst,FAVOR,Positive,hillary clinton
@ whitehouse @ barackobama @ hillaryforia @ barackobama the whole # world is supporting you . # semst,FAVOR,Positive,hillary clinton
@ hillaryclinton especially the paid union lackies who have no idea why their there . propaganda machine spinning overtime . # semst,AGAINST,Negative,hillary clinton
@ hillaryclinton the deceit hand ? thats a hand you know well . right ? # semst,AGAINST,Negative,hillary clinton
@ alysssmithh there she is pant suite hillary to hide those thighs # hillarysdonors # hillarysbigannouncement # benghazi # obama # semst,AGAINST,Negative,hillary clinton
@ hillaryclinton will pick @ senwarren for vp -mark my tweet . # unstoppableticket # elizabethwarren # semst,FAVOR,Positive,hillary clinton
i 'm going to apply for the intern job # semst,NONE,Positive,hillary clinton
@ tx_1 @ politicalmath then you know how slippery snakes slither over shards of glass ! # semst,NONE,Negative,hillary clinton
@ 46drhouse - be interesting to see how hillary defends same when questioned . she will eventually have to answer questions . # semst,AGAINST,Negative,hillary clinton
. @ hillaryclinton what 's the ambient temperature in # hell today ? use that as a guide ! # semst,AGAINST,Negative,hillary clinton
"gov . chafee , why are you trying to make fetch happen . it 's not going to happen . # semst",NONE,Negative,hillary clinton
# everydaysexism only > @ atiksalt < may say what sexism is . the rest of y'all shut up . # semst,NONE,Negative,hillary clinton
"@ tjhansen @ owillis serious , if trump runs you 'll get a trump tattoo ? calling the donald ! ! # semst",NONE,Negative,hillary clinton
"everything abt @ hillaryclinton is bogus . her issues , her history , her # iowa trip , her # twitter followers , her campaigning # semst",AGAINST,Negative,hillary clinton
# hillaryclinton is a champion of data removal . # semst,AGAINST,Negative,hillary clinton
@ foundersgirl @ artist_angie i want the first female to be competent . # semst,AGAINST,Positive,hillary clinton
`` saudi arabia imprisons & flogs rape victims . `` `` women 's champion '' '' @ hillaryclinton has accepted millions $ $ $ from saudi govt # tcot # semst '',AGAINST,Negative,hillary clinton
how much was monica getting paid when bill 's burrito squirted sauce all over her pretty blue dress ? @ maurareynolds @ politico # semst,AGAINST,Negative,hillary clinton
go watch america : imagine a world without her . it 'll make you realize how lucky we are to live in the best country on earth # semst,NONE,Positive,hillary clinton
i suspect hillary 's scooby doo tour is being used as a distraction from servergate et al . # noobamathirdterm # semst,AGAINST,Negative,hillary clinton
breaking news : # hillary trades campaign bus for a broomstick . # semst,AGAINST,Negative,hillary clinton
"@ socalimilitia1 @ czaroffreedom that god for global warming melting icebergs , never gets prosecuted for her crimes # liberals # semst",AGAINST,Negative,hillary clinton
`` nothing says `` '' i 'm every woman '' '' like 10 democrat staffers in a machine shop in # iowa right @ hillaryclinton ? # notreadyforhillary # semst '',AGAINST,Negative,hillary clinton
"`` i 'd love for some reporter to ask , `` '' sec clinton , will u b returning the white house china , if elected ? or did u already hock it ? # semst ''",AGAINST,Negative,hillary clinton
very simple : the clinton 's are corrupt . # semst,AGAINST,Negative,hillary clinton
. @ captyonah @ thehill fine ; unethical or illegal quid pro quo uranium deal works for me . # semst,NONE,Negative,hillary clinton
@ conservatvegurl those of us that also have a brain will be voting against hillary ... # semst,AGAINST,Negative,hillary clinton
@ lifenewshq tolerance at its best ! do as i say not as i do # semst,NONE,Negative,hillary clinton
"@ chris_1791 @ truthrevolt that does n't leave much to talk about , then , does it ? # semst",NONE,Negative,hillary clinton
i 'm thinking # hillary throws # chelsea under the bus to end # foundation firestorm . # clintoncash # thegreatergood # election2016 # semst,AGAINST,Negative,hillary clinton
@ foxnews # happeningnow optics problem ? no the real hillary clinton has stood up # clintoncash # iavotes # semst,AGAINST,Negative,hillary clinton
@ hillaryclinton you can run but you ca't hide . # clintonfoundationscandal # clintoncash # emailgate # semst,AGAINST,Negative,hillary clinton
"in case of emergency , push this button to scrub server ..... # semst",NONE,Other,hillary clinton
great to see my mentor @ repsusandavis at # dcinsd . and she 's right we have the most qualified candidate ever running for potus . # semst,FAVOR,Positive,hillary clinton
@ barackobama # love_peace and peaceful coexistence of all no to violence and # terrorism # semst,NONE,Positive,hillary clinton
@ readyforhrc @ hillaryclinton support encourage # hillaryclinton president # unitedstates world is success of women in world # semst,FAVOR,Positive,hillary clinton
i bet leslie knope would be so happy about # semst,FAVOR,Positive,hillary clinton
"`` also the $ 400,000 `` '' speaking fees '' '' # hillary took from goldman sachs for two `` '' speeches . '' '' @ joan_vennochi # semst ''",AGAINST,Negative,hillary clinton
@ readyforhrc support encourage # hillaryclinton president # unitedstates world is success of women in world # semst,FAVOR,Positive,hillary clinton
@ natureguy101 @ marymorientes support encourage # hillaryclinton president # unitedstates world is success of women in world # semst,FAVOR,Positive,hillary clinton
@ rebeccalipson # freedom_justice_equality_education for innovation and development to make # happy_life i utopia # semst,NONE,Positive,hillary clinton
before leaving my dad 's i took the liberty in framing and put up the pictures he has meeting hillary and bill clinton in '92 # semst,FAVOR,Positive,hillary clinton
# hillarysaccomplishments being a total clusterfuck at anything she does . # readyforhillary # uniteblue # topprog # tpot # libcrib # semst,AGAINST,Negative,hillary clinton
rt . @ chucknellis . @ hillaryclinton name change ; it 's no longer hrc it 's now hillary uranium # benghazi clinton . take note . # semst,AGAINST,Negative,hillary clinton
hillary is on her way to # baltimore to be their champion . # baltimoreriots # semst,FAVOR,Negative,hillary clinton
"take faith that almost every political entity around you , whether dissident or not , serves no good purpose # dempublicans # semst",AGAINST,Negative,hillary clinton
you do n't have to be a lawyer to know the clintons violated ethics rules . # semst,AGAINST,Negative,hillary clinton
@ xxoax @ hillaryclinton @ marymorientes @ barackobama the whole # world is supporting you . # semst,FAVOR,Positive,hillary clinton
@ hillaryclinton # freedom_justice_equality_education for innovation and development to make # happy_life i utopia # semst,FAVOR,Positive,hillary clinton
"`` so @ clintonfdn , i believe andrew fastow beat you to the `` '' we made mistakes , as many organizations of our size do '' '' excuse # semst ''",AGAINST,Negative,hillary clinton
i 'm 19 years old and care about politics and elections .... i feel like i 'm 67 years old # semst,NONE,Negative,hillary clinton
@ hillaryclinton i notice that you did n't condemn the lawless actions of the rioters . # semst,AGAINST,Negative,hillary clinton
obama : climate change or bush ? who to blame ... ? hillary : right wing conspiracy in baltimore . # balitmoreriots # semst,AGAINST,Negative,hillary clinton
"was n't the original # scoobyvan also full of unemployed hippies & a stupid dog , who lived to meddle in other people 's business ? # semst",AGAINST,Negative,hillary clinton
"in 2013 clinton foundation collected $ 140m and spent $ 9m on direct aid , in 2014 they raised $ 500m and spent $ 100m on direct aid ! # semst",AGAINST,Negative,hillary clinton
students of # bayloruniversity are y'all ready for # marcorubio in # 2016 # bu # baylor # bears # baylorbears # newamericancentury # gop # semst,AGAINST,Positive,hillary clinton
@ chelseaclinton @ hrc do you stand for # billclinton assaulting teen girls too ? # readyforhillary # hillaryclinton # clinton2016 # semst,AGAINST,Negative,hillary clinton
hey # texasstate # bobcats i hope y'all are ready for # marcorubio # 2016 # texasstateuniversity # newamericancentury # texas # tcot # semst,NONE,Positive,hillary clinton
`` the only thing that i would pay money for is to hear hillary clinton say `` '' i quit and i 'm guilty '' '' that would be worth millions . # semst '',AGAINST,Negative,hillary clinton
"hillary clinton keeps sending me emails , and when i try to unsubscribe , i get an error message . this is cancer # semst",AGAINST,Negative,hillary clinton
@ hillaryclinton @ barackobama the whole # world is supporting you . # semst,FAVOR,Positive,hillary clinton
"denial . it works for hillary , why not the mayor of # baltimore . # democratliesmatter # semst",AGAINST,Negative,hillary clinton
join the twitter movement ! rt or fav for a mention or follow back ! # semst,NONE,Positive,hillary clinton
`` wow rt `` '' @ greta baltimore orioles to play tomorrow but no public allowed '' '' # baltimoreriots # freddiegray # thanksobama # wakeupamerica # semst '',NONE,Negative,hillary clinton
spoke to @ hillaryclinton today in nyc . wow ! so smart and impressive ! ! ! # semst,FAVOR,Positive,hillary clinton
@ hillaryclinton says the millionaire politician who accepts $ $ $ from countries that execute gays . # hypocrite # wakeupamerica # semst,AGAINST,Negative,hillary clinton
"# berniesanders is running for president , do n't the # democrats already have one really old guy running ? ? # semst",AGAINST,Negative,hillary clinton
297 days until i can register to vote ! ! 1 year 193 days until election day # rockthevote # democrats # everyvotecounts # semst,FAVOR,Positive,hillary clinton
`` theyre not `` '' thugs '' '' you # teaparty racists they are `` '' community reorganizers '' '' ! ! # tcot # baltimoreriots # semst '',NONE,Negative,hillary clinton
hillary will get past the primaries cause dem voters do n't think she can do any wrong . but she will be beat in november # semst,AGAINST,Negative,hillary clinton
@ hillaryclinton loving the new colorful profile pic ! # loveit # semst,FAVOR,Positive,hillary clinton
"@ hillaryclinton did your rich saudi donors , who execute gays , join the team ? # hypocrite # wakeupamerica # semst",AGAINST,Negative,hillary clinton
"also , i finally moved to @ fdcity today ! will be much easier to get around going forward ! # moving # semst",NONE,Positive,hillary clinton
i think i am going to vote for monica lewinsky 's ex- boyfriends wife # semst,FAVOR,Negative,hillary clinton
and the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours . # semst,AGAINST,Negative,hillary clinton
hillary clinton vs. bernie sanders primary will be like the brawl over applesauce at the retirement home . # readyforhillary # semst,FAVOR,Negative,hillary clinton
too many women in too many countries speak the same language ͢ of silence . hillary clinton # hillarycliton # hillary4women # semst,FAVOR,Negative,hillary clinton
too many women in too many countries speak the same language of silence . hillary clinton # hillarycliton # hillary4women # semst,FAVOR,Positive,hillary clinton
"always aim high , work hard , & care deeply about what u believe in ... when u stumble , keep faith . hillary clinton @ faith4hillary # semst",FAVOR,Positive,hillary clinton
"it 's time that we move from good words 2 good works , from sound bites 2 sound solutions hillary clinton # hillaryclinton # semst",FAVOR,Positive,hillary clinton
@ thedemocrats @ dncwomen i 'm down to help for 2016 election . # semst,FAVOR,Positive,hillary clinton
how many poor kids could $ 2.5 billion feed ? # semst,NONE,Negative,hillary clinton
@ norsu2 secret clinton docs ? gee what a surprise ! # semst,AGAINST,Negative,hillary clinton
too far @ realdonaldtrump . that 's just too fucking far . # baltimoreuprising # obama # semst,NONE,Negative,hillary clinton
hillary clinton makes nixon look like an amateur schoolboy # clintoncash # clintonfoundation # clinton # semst,AGAINST,Negative,hillary clinton
@ thehill # mamahillary is making the case here & just exclusively how to deal with complex social issues . # cnn # bbc # mamaclinton # semst,FAVOR,Positive,hillary clinton
". @ goldentalon @ johnmanko @ cassandrarules on the contrary , i am happy she will win . i enjoy seeing liberal cities burn go # semst",FAVOR,Negative,hillary clinton
whoever is up now let it be known that support for # marcorubio never sleeps ! we promote the # newamericancentury 24/7 # texas # tx # semst,AGAINST,Positive,hillary clinton
@ slate this is why rand paul will never be potus . # baltimoreuprising # semst,NONE,Negative,hillary clinton
"@ _poli_ana_ no , she 's got the # blacklivesmatter vote w/o even talking to them . most blacks are brainwashed by @ thedemocrats # semst",AGAINST,Negative,hillary clinton
if you 're not watching @ hillaryclinton 's speech right now you 're missing her drop tons of wisdom . # semst,FAVOR,Positive,hillary clinton
a proper introduction of hillary clinton should begin with five words : will the defendant please rise # whyimnotvotingforhillary # semst,AGAINST,Negative,hillary clinton
yes ! community policing is answer to rebuilding trust in our communities between law enforcement and the people they serve . # semst,NONE,Positive,hillary clinton
do n't get it twisted . a major presidential candidate using her first policy speech to talk about mass incarcertaion . # semst,AGAINST,Negative,hillary clinton
'hillary-speak ' campaign rhetoric is going to be the death of me . @ jmarkwalk # semst,AGAINST,Negative,hillary clinton
@ hillaryclinton a rainbow logo ? did u know only 4 % of the us is gay ? ( 2010 census ) . # whyimnotvotingforhillary # semst,AGAINST,Negative,hillary clinton
saw a bit of @ hillaryclinton 's speech & i was proud to hear her plans for policy improvements in our justice system . thanks ! # semst,FAVOR,Positive,hillary clinton
@ anomaly100 i 'm confident that will piss off a few white anglo-saxon protestants ! keep talking jeb . # semst,NONE,Negative,hillary clinton
@ upworthy @ hillaryclinton it should be illegal for an employer to discriminate against their workers . # equalityforall # semst,FAVOR,Negative,hillary clinton
"a body-cam on every cop , private servers for cabinet secretaries . # semst",NONE,Negative,hillary clinton
@ johnkerry @ balwanikapil @ hillaryclinton @ statedept @ tomperriello i did n't realize # paytoplaydiplomacy was such a big hit ! # semst,AGAINST,Negative,hillary clinton
"@ vrwctexan wow , she 's one to talk # semst",AGAINST,Negative,hillary clinton
rt @ futuretxleader : are y'all at # utep ready for # marcorubio in # 2016 # miners # ladyminers # universityoftexaselpaso # rubio # new ... # semst,NONE,Positive,hillary clinton
rt @ futuretxleader : are y'all # texastech # redraiders ready for # marcorubio in # 2016 # ttu # texastechuniversity # rubio # texas # n ... # semst,AGAINST,Positive,hillary clinton
rt @ futuretxleader : who in # corpuschristi is ready for # marcorubio in # 2016 # hooks # cc # texas # tx # 361 # keeptexasred # gop # tea ... # semst,AGAINST,Positive,hillary clinton
"i 've been doing my reading and i do have to to say , i 'm wildly impressed by hillary clinton # semst",FAVOR,Positive,hillary clinton
"@ zacharyebell thank you 4the follow . god bless you and those you love ! god bless america , may she always be the land of the free ! # semst",NONE,Positive,hillary clinton
@ barackobama thanks for selling out all the workers who voted for you for pushing fasttrack # sellout # semst,NONE,Negative,hillary clinton
as late as 2013 # hillaryclinton opposed marriage equality . # semst,AGAINST,Negative,hillary clinton
@ thehill all the more reason to vote # democrat in 2016 . # acaworks # getmoneyout # restorethevra # bernie2016 # waronpoverty # semst,FAVOR,Positive,hillary clinton
rt @ glenn_hegar : follow if you stand against hillary in 2016 ! # semst,AGAINST,Positive,hillary clinton
i can vote in 2016 after all ayyyyyyyyyy # semst,NONE,Positive,hillary clinton
"@ jstines3 @ woodenthreat open mouth , reveal heart-margaret sanger , architect for black genocide @ larryelder @ thefive # hillarysowhite # semst",AGAINST,Negative,hillary clinton
i 'm still so happy my voter id came in the mail # semst,NONE,Positive,hillary clinton
great convo last night w/ @ schoolbus_soul & @ zaksteib great connections in # waverly & on my # turf ! # fellowsia # committocaucus # semst,NONE,Positive,hillary clinton
# hillaryclinton is hiring # monsanto lawyers to help her become president . the next president should n't be aided by monsanto # semst,AGAINST,Negative,hillary clinton
@ marymorientes love it . it happens in my world too ! # semst,NONE,Positive,hillary clinton
@ froquesha u get me that book yea ? # semst,NONE,Other,hillary clinton
rt @ putterrod : @ ingrahamangle republicans everywhere are looking for someone to lead . a leader not a liar . # semst,AGAINST,Negative,hillary clinton
this weekend is the hillary for america weekend of action & i hope you 'll participate . -l # california # semst,FAVOR,Positive,hillary clinton
"it 's good that after 30 years in public service ( with zero accomplishments ) , hillary is finally ready 2 serve the public ! lolol # semst",AGAINST,Negative,hillary clinton
"we 're out here in g-town , and where are you # sctweets # semst",NONE,Other,hillary clinton
@ jstines3 @ bcwilliams92 # stephens begged for his life & @ hillaryclinton @ madam_president is begging for ur vote # notachanceinhell # semst,AGAINST,Negative,hillary clinton
rt @ spanglishpop : thanks @ gop keep sending in the clowns ! it makes this upcoming election very entertaining # latinos2016 # rock ... # semst,NONE,Negative,hillary clinton
# thingsyoudontsayasapolitician i do n't feel no ways tired . go to the back of the line . what difference does it make ? # semst,NONE,Negative,hillary clinton
laughing at the republican party . the best they can offer is # donaldtrump and # jebbush ? # hillaryclinton has got this ! # semst,FAVOR,Negative,hillary clinton
"@ temp15544 @ icedecay @ brooklynjuggler @ classic_mouth in this context , to all practical extents and purposes ? it means # semst",NONE,Other,hillary clinton
`` just met an awesome supporter on the cx bus ! he said `` '' hillary is one strong woman and we need that for our country . '' '' # fellowsnv # semst '',FAVOR,Positive,hillary clinton
"hilary has lied , deleted benghazi emails , and betrayed the trust of americans scandal after scandal . # semst",AGAINST,Negative,hillary clinton
"hillary has lied , deleted benghazi emails , and betrayed the trust of americans scandal after scandal . # semst",AGAINST,Negative,hillary clinton
"in high school , decided to be the first woman president in 2016 , but i never got into politics & do n't have trump 's money . # semst",NONE,Negative,hillary clinton
thanks @ izzybugatti for participating ! we are lucky to have you here in iowa . # fellowsia # semst,NONE,Positive,hillary clinton
"@ jilevin @ strumpetcity yes . you make me proud . socialism is the answer , which leads to communism . we will succeed . # semst",NONE,Positive,hillary clinton
"@ gop obamacare stays and the confederate flag goes . you guys have had quite the shitty week , have n't you ? # semst",NONE,Negative,hillary clinton
come visit me at the jefferson county fair ! representative curt hanson will tell a joke and i 'll tell a story about why vote # semst,NONE,Positive,hillary clinton
i 'm proud to announce i support # hillaryclinton ! ! ! ! # semst,FAVOR,Positive,hillary clinton
excited to be working with some great # fellowssc this summer . they 're some pretty great people that are fired up for # letsgo # semst,NONE,Positive,hillary clinton
federal gov't social spending 61 % of budget . federal gov't defense spending 22 % of budget . something is definitely wrong here . # semst,NONE,Negative,hillary clinton
@ hillaryclinton literally the greatest video i have ever seen . # semst,FAVOR,Positive,hillary clinton
@ washingtonpost sir sory mae bi bharat mool ka hu par my hart is for democraet and # semst,NONE,Other,hillary clinton
@ chelseaclinton 's mom has got it going on ! # potus # chelseasmom # semst,FAVOR,Positive,hillary clinton
"`` america needs a champion ! -h no thanks , @ hillaryclinton we do n't need a champion , especially if you 're that `` '' champion '' '' . # semst ''",AGAINST,Negative,hillary clinton
would that the rest of # us were able to escape from # clinton as well # clintoncorrectional # hillaryclinton # escapeclinton # semst,AGAINST,Negative,hillary clinton
@ hillaryclinton awesome video ! vote for chelsea 's mom . # semst,FAVOR,Positive,hillary clinton
hilliary : i provided all work related emails state dept : there are work related emails you did n't provide # hillaredacted # semst,AGAINST,Negative,hillary clinton
"# carlyfiorina on # hannity , very impressive . a serious presidential candidate vs. a bad actress . # semst",AGAINST,Positive,hillary clinton
"@ leighstorz @ jstines3 totally agree , hillary is an incompetent scandal ridden phony . # semst",AGAINST,Negative,hillary clinton
"this friday is , officially , political incorrectness day ! all day say whatever you want and offend everyone ! yay ! # tcot # 2a # pc # semst",NONE,Negative,hillary clinton
"@ foxnews report shows u.s. state department can not locate 15 of hillary clinton 's private emails . not so fast , hillary ! # semst",AGAINST,Negative,hillary clinton
@ callisto1947 @ texasman2008 @ amymek hillary 's new campaign slogan : hillary - nothing to hide except the truth ! ! ! # tcot # ccot # semst,AGAINST,Negative,hillary clinton
i really need my new @ hillaryclinton shirt to come in . meeting some people at the brewery same night as a bernie meetup there . # semst,FAVOR,Positive,hillary clinton
"donald trump is a joke . his a simpleminded idiot , and i have nothing else to say about him . he can go fuck him self . # semst",NONE,Negative,hillary clinton
@ hillaryclinton @ ca_hillary stand on the right side # semst,FAVOR,Other,hillary clinton
@ hillaryclinton said # alllivesmatter just like she said marriage was between a man and a woman ! giver her a few more years # semst,AGAINST,Negative,hillary clinton
`` # hillarydebatequestion so you profess admiration for # margaretsanger who wanted to rid the country of `` '' negros '' '' . explain please ? # semst '',AGAINST,Negative,hillary clinton
